"","A1","A2","A3","B1","B2","B3","B4","А4"
"ENSG00000112031",958,1046,1095,729,735,688,681,990
"ENSG00000112033",270,266,240,203,187,172,175,209
"ENSG00000112038",91,85,89,200,208,188,204,78
"ENSG00000112039",123,126,155,111,110,95,98,146
"ENSG00000112041",15,20,18,19,18,12,21,14
"ENSG00000112053",78,102,69,222,237,203,154,55
"ENSG00000112062",2935,2941,3175,5403,5354,5685,5284,2845
"ENSG00000112077",33,39,45,102,97,92,97,27
"ENSG00000112078",2588,2718,2825,2866,2755,2849,2740,2826
"ENSG00000112079",2976,3002,2798,3593,3439,3644,3375,2805
"ENSG00000112081",5838,5886,5452,3041,2959,3027,2907,5769
"ENSG00000112096",13120,12759,14679,53268,55740,55478,55835,13827
"ENSG00000112110",637,554,573,195,211,194,165,623
"ENSG00000112115",0,0,0,3,8,7,3,0
"ENSG00000112116",0,0,0,0,3,5,2,0
"ENSG00000112118",1108,1250,1148,588,557,550,499,1160
"ENSG00000112130",532,443,662,301,255,317,316,527
"ENSG00000112137",128,97,128,227,216,216,221,93
"ENSG00000112139",142,84,70,135,114,95,122,98
"ENSG00000112144",1684,1689,1696,422,441,466,436,1605
"ENSG00000112146",1739,1477,1602,1798,1620,1821,1555,1787
"ENSG00000112149",50,58,53,161,170,163,147,59
"ENSG00000112159",3471,3577,3680,2817,3040,2876,2659,3670
"ENSG00000112164",0,7,8,13,17,6,13,6
"ENSG00000112167",484,539,481,275,257,257,243,469
"ENSG00000112175",652,714,598,27,12,27,18,666
"ENSG00000112182",50,216,82,1929,1577,1468,1659,39
"ENSG00000112183",112,96,76,10,5,13,23,90
"ENSG00000112186",189,215,181,13,15,13,18,217
"ENSG00000112195",9,2,5,793,761,697,603,10
"ENSG00000112200",2850,3166,2852,3198,3329,3314,3106,2752
"ENSG00000112208",597,636,610,205,191,219,232,711
"ENSG00000112210",586,618,703,44,55,56,38,617
"ENSG00000112212",33,37,23,49,27,32,31,38
"ENSG00000112214",181,186,183,10,16,7,10,199
"ENSG00000112218",304,354,312,106,125,100,116,314
"ENSG00000112232",24,25,17,58,61,55,49,18
"ENSG00000112234",2305,2338,2170,1677,1583,1864,1777,2324
"ENSG00000112237",2231,2343,2506,928,935,1005,845,2180
"ENSG00000112238",0,0,0,8,7,15,5,0
"ENSG00000112242",332,425,379,1156,1125,1089,1108,356
"ENSG00000112245",2169,2354,2219,643,687,808,874,2358
"ENSG00000112246",7,5,6,55,56,27,39,4
"ENSG00000112249",3107,3300,3317,1911,1862,1794,1943,3219
"ENSG00000112273",0,0,0,10,13,17,17,0
"ENSG00000112276",287,309,277,125,121,108,118,297
"ENSG00000112280",54,50,58,55,43,51,45,52
"ENSG00000112282",2492,2696,2247,1948,2010,2161,1892,2285
"ENSG00000112290",84,65,67,17,40,22,24,66
"ENSG00000112293",251,250,260,318,337,283,260,334
"ENSG00000112294",669,638,688,635,572,679,595,612
"ENSG00000112297",6115,6502,6283,3468,3515,3640,3167,5570
"ENSG00000112299",42188,45370,44053,1185,1169,1165,1025,44174
"ENSG00000112303",142,100,90,5792,6062,6407,5914,88
"ENSG00000112304",1115,1033,1100,564,611,622,548,911
"ENSG00000112305",1267,1370,1403,369,433,420,402,1274
"ENSG00000112306",8696,8377,8938,6914,6732,7523,7654,8713
"ENSG00000112308",5132,5479,5212,5068,5131,5116,4320,4948
"ENSG00000112309",213,259,259,127,165,175,144,222
"ENSG00000112312",417,363,407,70,39,49,39,415
"ENSG00000112319",39,12,8,50,22,25,55,24
"ENSG00000112320",113,124,87,26,25,22,19,113
"ENSG00000112333",2,0,2,14,10,15,19,1
"ENSG00000112335",1874,1839,1853,2050,2156,2225,2182,1827
"ENSG00000112337",0,0,0,5,15,10,7,0
"ENSG00000112339",1916,2121,2050,876,923,1200,1027,1991
"ENSG00000112343",1858,1975,1890,3089,3032,3042,2836,1935
"ENSG00000112357",175,222,208,90,86,66,68,180
"ENSG00000112365",721,731,710,801,786,760,697,741
"ENSG00000112367",393,548,391,702,732,711,763,444
"ENSG00000112378",4752,4960,4898,95,91,91,66,5089
"ENSG00000112379",1136,1245,1194,86,69,90,95,1190
"ENSG00000112394",1918,1807,2020,371,446,390,305,1931
"ENSG00000112406",4226,4504,4321,2912,2980,3126,2836,4358
"ENSG00000112414",3625,3952,4020,140,117,66,77,3570
"ENSG00000112419",3339,3750,3550,1163,911,1205,980,3247
"ENSG00000112425",570,554,549,762,677,747,677,529
"ENSG00000112459",0,0,0,0,0,0,0,0
"ENSG00000112461",0,0,0,2,0,0,2,0
"ENSG00000112462",0,0,0,6,0,2,0,0
"ENSG00000112473",388,364,363,87,81,70,63,369
"ENSG00000112474",48,44,57,4,4,6,7,53
"ENSG00000112486",369,356,362,422,466,485,548,339
"ENSG00000112493",45,103,71,339,344,252,193,89
"ENSG00000112494",40,60,56,6,10,5,8,32
"ENSG00000112499",37,26,47,86,94,92,63,37
"ENSG00000112511",38,41,56,66,52,46,30,33
"ENSG00000112514",770,774,751,127,147,83,135,779
"ENSG00000112530",32,46,48,31,26,35,31,40
"ENSG00000112531",1762,1920,1731,5853,5822,5610,5394,1523
"ENSG00000112539",1,1,4,9,6,5,9,1
"ENSG00000112541",79,66,64,708,666,394,725,54
"ENSG00000112559",13,5,7,6,16,4,16,2
"ENSG00000112561",349,228,283,305,503,323,471,363
"ENSG00000112562",370,359,373,37,72,65,66,339
"ENSG00000112576",1097,1000,1080,1402,1461,1428,1353,1021
"ENSG00000112578",65,82,77,247,216,242,221,84
"ENSG00000112584",509,525,527,649,645,621,632,504
"ENSG00000112592",414,331,391,186,189,157,160,327
"ENSG00000112599",21,21,13,24,18,17,18,24
"ENSG00000112619",43,47,46,70,61,46,56,60
"ENSG00000112624",835,876,881,1061,1088,971,873,816
"ENSG00000112640",1829,2025,1802,135,150,171,108,1712
"ENSG00000112651",494,359,472,60,88,75,55,516
"ENSG00000112655",353,304,364,324,350,304,329,364
"ENSG00000112658",838,804,872,185,205,206,205,810
"ENSG00000112659",1209,1281,1125,726,635,641,515,996
"ENSG00000112667",938,671,955,71,60,56,68,861
"ENSG00000112679",889,733,820,1146,1288,1270,1127,685
"ENSG00000112685",856,980,925,1228,1262,1381,1139,758
"ENSG00000112695",3564,3483,4154,362,346,409,313,3795
"ENSG00000112697",3444,3653,3663,3193,2942,3247,3376,4050
"ENSG00000112699",1561,1764,1557,199,217,168,158,1392
"ENSG00000112701",2921,3522,3045,2697,2841,2656,2699,3355
"ENSG00000112706",123,180,164,5,11,14,17,204
"ENSG00000112715",3448,3055,3312,158,167,133,205,3277
"ENSG00000112739",2764,3304,2810,2217,2203,2379,2270,3155
"ENSG00000112742",271,264,250,54,26,57,47,242
"ENSG00000112759",254,204,241,100,87,83,90,225
"ENSG00000112761",33,47,26,76,56,38,44,42
"ENSG00000112763",679,743,799,496,520,609,443,703
"ENSG00000112769",1746,1986,1665,384,464,387,437,1482
"ENSG00000112773",5594,5839,5512,1358,1150,1072,1021,5684
"ENSG00000112782",2080,1987,2079,134,178,169,168,2110
"ENSG00000112787",536,443,580,94,179,95,87,667
"ENSG00000112796",87,132,108,128,113,99,89,105
"ENSG00000112799",64,37,57,256,253,239,238,57
"ENSG00000112812",219,237,249,54,40,53,76,237
"ENSG00000112818",34491,33929,34694,422,423,418,396,32634
"ENSG00000112837",40,21,54,49,28,33,33,32
"ENSG00000112851",6913,7418,6651,6007,6673,7049,6827,6721
"ENSG00000112852",36,39,31,21,23,17,27,41
"ENSG00000112855",900,894,899,577,511,486,568,909
"ENSG00000112874",1342,1418,1400,89,84,74,81,1460
"ENSG00000112877",63,82,68,62,70,74,72,60
"ENSG00000112893",10043,10851,10278,2626,2755,2888,2637,10117
"ENSG00000112902",992,1065,1027,128,122,184,217,1006
"ENSG00000112936",4476,3864,4161,114,103,200,95,4043
"ENSG00000112941",510,446,574,483,469,556,542,538
"ENSG00000112964",290,314,300,157,185,140,153,256
"ENSG00000112972",2002,2197,2199,616,619,747,601,2110
"ENSG00000112977",1335,1074,1341,402,354,350,321,1309
"ENSG00000112981",8,13,7,6,7,9,9,4
"ENSG00000112983",835,967,978,595,728,606,666,902
"ENSG00000112984",161,172,118,46,38,110,44,185
"ENSG00000112992",2901,3188,3285,1942,1969,2076,1957,3010
"ENSG00000112996",1948,2218,1984,782,804,814,733,2098
"ENSG00000113013",6464,6505,6659,1817,1750,1710,1737,6457
"ENSG00000113048",790,903,870,694,796,717,677,1028
"ENSG00000113068",606,652,556,132,128,124,104,610
"ENSG00000113070",115,107,88,22,28,40,42,124
"ENSG00000113073",13,5,2,15,29,14,27,11
"ENSG00000113083",246,221,274,104,37,76,52,236
"ENSG00000113088",80,85,87,445,329,263,344,74
"ENSG00000113100",19,13,24,48,38,41,45,24
"ENSG00000113108",330,244,274,215,210,179,199,257
"ENSG00000113119",264,255,251,273,247,230,237,240
"ENSG00000113140",2787,2547,2757,654,548,482,528,2701
"ENSG00000113141",1889,1991,1854,1565,1493,1276,1419,1626
"ENSG00000113161",1793,1728,1530,1463,1662,1613,1308,1392
"ENSG00000113163",3049,3240,2951,2571,2627,2761,2709,3010
"ENSG00000113194",1356,1515,1406,880,732,712,691,1346
"ENSG00000113196",24,29,25,4,7,2,3,20
"ENSG00000113205",32,19,25,5,7,4,10,33
"ENSG00000113209",23,22,30,13,20,12,14,26
"ENSG00000113211",5,4,5,18,9,14,16,5
"ENSG00000113212",16,12,15,12,6,12,8,19
"ENSG00000113231",207,249,280,140,134,134,135,278
"ENSG00000113240",1494,1510,1365,1813,1896,1992,1895,1534
"ENSG00000113248",34,37,29,17,9,9,9,28
"ENSG00000113249",21,15,5,58,38,38,84,12
"ENSG00000113262",107,168,118,135,155,194,186,96
"ENSG00000113263",676,1054,802,4176,4316,4196,4267,733
"ENSG00000113269",1558,1400,1357,3018,2924,2920,2717,1568
"ENSG00000113272",380,462,366,171,155,161,173,481
"ENSG00000113273",482,513,491,745,636,597,643,398
"ENSG00000113282",4366,4574,4511,1802,1748,1742,1578,4181
"ENSG00000113296",75,118,96,222,202,230,232,82
"ENSG00000113300",1687,1681,1775,977,1103,1020,966,1660
"ENSG00000113302",38,27,34,51,56,39,46,28
"ENSG00000113303",5892,5398,5818,330,310,363,332,5932
"ENSG00000113312",916,931,919,442,442,465,459,840
"ENSG00000113318",1055,1086,1080,448,490,541,498,1131
"ENSG00000113319",241,291,250,720,751,801,910,210
"ENSG00000113327",562,669,425,956,938,954,1002,518
"ENSG00000113328",9476,9798,10554,1430,1185,1447,1556,9921
"ENSG00000113356",101,93,106,141,98,143,128,105
"ENSG00000113360",753,737,518,782,668,745,679,724
"ENSG00000113361",285,296,380,209,226,225,225,270
"ENSG00000113368",844,983,836,780,684,712,803,978
"ENSG00000113369",1664,1529,1484,3881,4453,4750,4114,1555
"ENSG00000113384",3677,3697,3502,1073,1025,1156,983,3552
"ENSG00000113387",5420,5908,5719,1094,1104,1025,1032,5845
"ENSG00000113389",120,171,114,122,87,143,127,121
"ENSG00000113391",651,687,658,830,838,825,902,757
"ENSG00000113396",20,16,38,13,43,41,33,15
"ENSG00000113407",2975,2644,2679,750,765,999,844,2588
"ENSG00000113430",1,0,3,4,16,5,12,5
"ENSG00000113441",5462,5425,5571,7451,8028,8832,7963,5325
"ENSG00000113448",1757,2114,1925,992,1101,1143,1031,1862
"ENSG00000113456",1161,984,1033,399,355,429,417,933
"ENSG00000113460",548,605,628,286,289,259,257,627
"ENSG00000113492",39,23,38,7,17,15,21,30
"ENSG00000113494",2183,2918,2529,168,112,215,118,2769
"ENSG00000113504",785,603,837,217,99,81,231,511
"ENSG00000113520",0,0,0,6,6,8,6,1
"ENSG00000113522",1511,1565,1468,405,402,444,369,1201
"ENSG00000113525",23,16,23,9,15,17,14,10
"ENSG00000113532",683,624,655,3992,4197,4073,4418,663
"ENSG00000113552",1049,1003,1012,364,359,358,329,1071
"ENSG00000113555",196,183,184,178,203,209,160,195
"ENSG00000113558",6303,6813,6163,2041,2053,2294,2157,6345
"ENSG00000113569",1516,1529,1357,1065,903,1020,990,1369
"ENSG00000113575",3017,2956,2936,1687,1616,1846,1612,2923
"ENSG00000113578",53,58,48,51,72,90,80,55
"ENSG00000113580",3199,3379,3281,5228,5415,5078,5004,3370
"ENSG00000113583",1361,1379,1363,563,554,518,529,1462
"ENSG00000113593",980,949,1134,919,998,1117,980,923
"ENSG00000113594",2170,1892,1869,288,298,258,205,1721
"ENSG00000113595",700,752,865,803,848,901,830,717
"ENSG00000113597",1161,1063,1089,405,352,430,563,1161
"ENSG00000113600",2,0,1,6,11,13,10,1
"ENSG00000113615",4546,5020,4740,641,609,805,613,4641
"ENSG00000113621",1548,1780,1603,704,812,728,710,1415
"ENSG00000113638",771,859,832,327,354,389,366,796
"ENSG00000113643",3611,3886,3939,659,757,792,722,3725
"ENSG00000113645",2085,2138,2206,70,108,81,76,2100
"ENSG00000113648",6078,5791,5626,5251,5067,4841,4972,5615
"ENSG00000113649",1645,1835,1401,1157,988,1115,1021,1584
"ENSG00000113657",974,1016,1061,102,34,68,41,964
"ENSG00000113658",2190,2458,2227,943,1055,883,866,2290
"ENSG00000113712",6432,7249,7065,2646,2586,3074,2616,7035
"ENSG00000113716",948,955,938,658,560,540,534,890
"ENSG00000113719",3819,3424,3750,2772,2767,2303,2246,3301
"ENSG00000113721",894,993,782,138,102,77,171,737
"ENSG00000113722",2297,2021,2370,19,20,14,18,2297
"ENSG00000113732",1743,1640,1818,1258,1176,1159,1351,1900
"ENSG00000113734",143,135,158,62,55,53,89,176
"ENSG00000113739",51,74,71,16,11,51,35,43
"ENSG00000113742",2975,3442,3045,2735,2586,2826,2788,3112
"ENSG00000113749",207,217,227,1395,1371,1063,1064,199
"ENSG00000113758",341,452,419,58,65,100,48,409
"ENSG00000113761",267,232,220,282,303,295,273,217
"ENSG00000113763",7,10,10,75,71,66,59,2
"ENSG00000113790",1759,1654,1645,190,166,146,176,1587
"ENSG00000113805",37,70,41,17,27,19,14,38
"ENSG00000113810",1615,1700,1604,798,786,993,771,1818
"ENSG00000113811",873,842,940,512,462,592,557,960
"ENSG00000113812",637,830,818,555,694,617,601,792
"ENSG00000113838",475,570,380,315,332,334,353,407
"ENSG00000113845",1157,1302,1205,391,481,459,353,1284
"ENSG00000113851",2256,2498,2257,1912,2397,2418,1822,2757
"ENSG00000113889",13,27,16,43,27,50,37,19
"ENSG00000113905",32,27,64,80,98,114,78,31
"ENSG00000113916",372,331,334,2027,2152,1858,2046,277
"ENSG00000113924",1619,1490,1382,79,76,100,98,1570
"ENSG00000113946",6,17,3,29,28,56,61,2
"ENSG00000113966",176,164,161,120,170,122,105,154
"ENSG00000113971",1270,1358,1324,874,941,930,998,1283
"ENSG00000114013",211,257,229,609,581,670,597,236
"ENSG00000114019",928,767,716,9,23,16,19,817
"ENSG00000114021",818,759,979,493,494,553,493,995
"ENSG00000114023",1117,1166,1223,198,223,207,203,1215
"ENSG00000114026",880,797,841,323,324,240,296,775
"ENSG00000114030",1987,1829,1867,1789,1813,1882,1633,1728
"ENSG00000114054",1431,1323,1407,466,393,380,362,1304
"ENSG00000114062",4364,4571,4270,1927,1965,2164,2086,4455
"ENSG00000114098",1866,1791,1764,1583,1770,1711,1690,1536
"ENSG00000114107",1790,1855,1950,159,154,136,132,1625
"ENSG00000114113",23273,20204,23415,310,323,268,287,24620
"ENSG00000114115",222,179,214,42,37,31,31,216
"ENSG00000114120",3101,3236,3246,948,978,1040,1048,3268
"ENSG00000114124",19,36,20,38,26,38,29,30
"ENSG00000114125",1589,1522,1712,367,344,318,335,1882
"ENSG00000114126",3475,3472,3203,1126,1384,1142,1384,3237
"ENSG00000114127",6620,7417,6159,4409,4565,5077,4547,6903
"ENSG00000114166",2929,2915,2698,4396,4743,4281,4343,2585
"ENSG00000114200",215,266,215,24,12,25,11,221
"ENSG00000114204",192,235,202,57,54,37,40,206
"ENSG00000114209",1276,1453,1348,646,650,773,740,1366
"ENSG00000114248",940,1056,995,29,20,20,25,981
"ENSG00000114251",374,417,345,24,94,64,60,431
"ENSG00000114268",2223,1831,2302,1238,1165,1101,1094,2279
"ENSG00000114270",318,265,358,124,145,87,195,189
"ENSG00000114279",48,32,36,56,62,48,38,17
"ENSG00000114302",2159,2797,2022,921,924,954,991,2265
"ENSG00000114315",464,501,481,27,19,23,29,470
"ENSG00000114316",955,864,903,1915,1926,1573,1773,883
"ENSG00000114331",4266,4857,4228,7969,8548,8719,8155,4229
"ENSG00000114346",648,500,647,302,369,308,405,666
"ENSG00000114349",0,3,0,21,10,3,13,0
"ENSG00000114353",1491,1326,1364,1767,1651,1450,1443,1446
"ENSG00000114354",2188,2303,2108,618,564,651,561,1973
"ENSG00000114374",1316,1574,1489,1821,2001,2113,1875,1429
"ENSG00000114378",114,85,121,83,53,88,63,113
"ENSG00000114383",374,302,336,107,107,148,119,312
"ENSG00000114388",446,437,490,419,346,419,313,438
"ENSG00000114391",6186,5919,6214,1458,1378,1479,1538,6347
"ENSG00000114395",475,441,538,235,239,229,194,506
"ENSG00000114405",30,25,21,22,39,34,24,26
"ENSG00000114416",2322,2299,2211,1763,1758,1967,1774,2262
"ENSG00000114423",2058,2320,1924,1574,1702,1618,1585,1944
"ENSG00000114439",1938,2070,1994,2876,2827,2915,2713,1928
"ENSG00000114446",507,450,460,248,230,302,212,499
"ENSG00000114450",1318,1403,1362,2274,2241,2176,1917,1170
"ENSG00000114455",4141,4601,4510,403,364,289,333,4613
"ENSG00000114473",268,321,298,249,263,223,274,315
"ENSG00000114480",832,849,839,515,545,580,456,861
"ENSG00000114487",9,9,10,14,15,16,18,10
"ENSG00000114491",1160,1066,1177,382,424,493,476,1152
"ENSG00000114503",1299,1302,1218,859,767,774,724,1290
"ENSG00000114520",2658,2486,2677,292,302,373,327,2589
"ENSG00000114529",507,509,516,66,60,72,61,463
"ENSG00000114541",834,807,697,556,575,580,497,859
"ENSG00000114544",918,1011,1054,275,369,357,300,1117
"ENSG00000114547",6,4,6,22,29,35,30,7
"ENSG00000114554",667,617,788,77,126,81,230,703
"ENSG00000114573",3321,3164,3053,3862,3735,3903,3697,3125
"ENSG00000114626",291,251,255,1256,1351,1239,1411,223
"ENSG00000114631",188,133,182,14,22,29,22,171
"ENSG00000114638",41,55,31,42,46,56,42,39
"ENSG00000114646",12,3,12,16,17,16,21,3
"ENSG00000114648",604,571,651,730,552,615,637,528
"ENSG00000114650",2491,2315,2545,886,754,655,887,2386
"ENSG00000114654",77,78,79,9,11,11,14,95
"ENSG00000114656",209,168,197,542,515,362,419,196
"ENSG00000114670",150,177,180,106,75,70,112,168
"ENSG00000114686",1410,1403,1257,820,836,927,881,1405
"ENSG00000114698",309,308,341,53,33,60,57,317
"ENSG00000114735",1013,864,1028,701,757,689,690,1043
"ENSG00000114737",142,112,132,225,257,188,212,112
"ENSG00000114738",904,812,836,1268,1298,1297,1300,821
"ENSG00000114739",747,701,709,441,405,440,434,751
"ENSG00000114742",1820,1942,1595,1273,1344,1467,1090,1673
"ENSG00000114744",678,811,697,665,604,696,641,837
"ENSG00000114745",1137,1033,1149,376,413,353,341,1087
"ENSG00000114757",101,75,80,33,75,84,49,52
"ENSG00000114767",200,186,197,88,95,99,82,162
"ENSG00000114770",2061,1897,2087,1574,1562,1570,1590,2147
"ENSG00000114771",6065,6015,5625,84,92,77,79,5982
"ENSG00000114779",1498,1388,1476,124,117,74,97,1418
"ENSG00000114784",472,475,424,439,437,415,404,454
"ENSG00000114786",147,258,224,12,5,21,6,127
"ENSG00000114790",1374,1517,1344,101,99,111,90,1370
"ENSG00000114796",5491,5324,5369,2655,2946,2662,2371,5348
"ENSG00000114805",1002,1007,978,62,40,58,35,864
"ENSG00000114812",1579,1317,1394,264,266,212,273,1359
"ENSG00000114841",1138,1049,1370,1182,1208,846,1100,994
"ENSG00000114850",4454,4536,4601,1474,1513,1761,1601,4604
"ENSG00000114853",338,271,309,106,113,93,94,303
"ENSG00000114854",3,6,4,9,9,8,9,4
"ENSG00000114857",5888,6192,6197,7660,7957,8854,7902,6222
"ENSG00000114859",611,611,642,133,179,130,165,700
"ENSG00000114861",3265,3452,3564,6704,6692,6680,6249,3033
"ENSG00000114867",5170,5229,5399,1348,1408,1657,1598,5016
"ENSG00000114902",2895,2262,2899,998,1173,1200,1352,3039
"ENSG00000114904",1154,1108,1251,790,664,644,598,1130
"ENSG00000114923",14,19,16,36,54,25,33,9
"ENSG00000114933",1888,1690,1644,1423,1376,1445,1439,1700
"ENSG00000114942",5207,4877,5449,361,375,365,359,5243
"ENSG00000114948",70,71,111,77,117,91,73,151
"ENSG00000114956",501,467,536,157,154,145,165,569
"ENSG00000114978",5892,6085,6188,6815,6452,7160,6941,5839
"ENSG00000114982",1738,1657,1660,1181,1138,1192,1205,1827
"ENSG00000114988",280,290,370,147,134,162,168,386
"ENSG00000114993",1018,899,948,32,38,26,37,976
"ENSG00000114999",1440,1239,1139,1007,1080,1094,973,1355
"ENSG00000115008",5,4,2,6,7,9,8,1
"ENSG00000115009",62,99,75,36,20,11,25,82
"ENSG00000115020",3192,3284,2872,3285,2938,3369,3220,2768
"ENSG00000115041",110,171,150,28,20,13,15,142
"ENSG00000115042",1421,1309,1478,191,145,196,209,1409
"ENSG00000115053",4221,4554,3552,1796,1552,1601,1477,3307
"ENSG00000115073",1745,1576,1775,451,469,402,443,1821
"ENSG00000115084",4904,4699,4490,1492,1657,1557,1642,4865
"ENSG00000115085",350,305,327,1366,1383,1261,1426,340
"ENSG00000115091",6418,6213,6422,8034,7994,8690,8454,6601
"ENSG00000115107",964,933,890,36,34,35,31,943
"ENSG00000115109",1411,1823,1540,230,220,318,244,1656
"ENSG00000115112",319,259,262,83,133,86,106,277
"ENSG00000115128",1500,1604,1631,204,185,260,212,1639
"ENSG00000115129",3275,2569,3408,119,99,116,97,3093
"ENSG00000115137",193,202,245,147,158,157,146,216
"ENSG00000115138",17,13,16,15,11,7,15,9
"ENSG00000115145",2346,2616,2533,1421,1337,1575,1272,2361
"ENSG00000115155",8,8,10,25,27,27,42,4
"ENSG00000115159",2371,2380,2233,845,797,977,795,2368
"ENSG00000115163",55,87,77,18,27,22,20,77
"ENSG00000115165",1300,1336,1297,4707,4777,4894,4951,1311
"ENSG00000115170",475,495,510,199,218,240,272,427
"ENSG00000115183",1688,1642,1510,109,124,133,129,1460
"ENSG00000115194",66,59,37,117,143,101,95,53
"ENSG00000115204",484,425,475,435,433,484,422,527
"ENSG00000115207",1225,1131,1218,618,590,771,615,1231
"ENSG00000115211",630,770,759,353,380,325,285,605
"ENSG00000115216",1867,1814,2048,759,789,886,662,1779
"ENSG00000115221",1176,1240,1178,25,21,21,34,1276
"ENSG00000115226",12,28,32,8,3,4,7,17
"ENSG00000115232",1055,1150,957,6157,6486,6953,6599,1075
"ENSG00000115233",1040,1033,1020,324,348,377,374,1096
"ENSG00000115234",1498,1305,1642,1017,1026,974,896,1518
"ENSG00000115239",1724,1918,1776,2986,2912,3042,3187,1961
"ENSG00000115241",1467,1348,1473,581,584,510,537,1308
"ENSG00000115252",278,289,295,42,23,22,32,241
"ENSG00000115255",2777,2247,2540,12,27,20,19,2454
"ENSG00000115257",34,23,30,5,14,16,38,23
"ENSG00000115263",201,239,229,23,23,13,14,235
"ENSG00000115266",212,195,255,82,79,78,66,233
"ENSG00000115267",1014,1143,1026,698,698,819,664,1063
"ENSG00000115268",2154,1636,2134,1454,1413,1030,1057,2153
"ENSG00000115271",566,625,559,7362,7331,7767,7738,609
