"","A1","A2","A3","B1","B2","B3","B4","B5","А4","А5"
"ENSG00000213246",1063,890,1107,1049,1006,915,885,4828,1141,2104
"ENSG00000213247",2,3,1,0,0,2,0,0,2,3
"ENSG00000213250",0,0,0,2,4,7,4,0,0,0
"ENSG00000213252",0,0,0,4,2,1,0,0,1,0
"ENSG00000213253",2,0,8,3,2,2,2,2,1,0
"ENSG00000213260",0,1,2,6,4,2,5,0,2,2
"ENSG00000213261",1,0,0,1,0,3,1,1,0,1
"ENSG00000213262",8,5,14,2,4,4,10,2,6,0
"ENSG00000213264",2,0,0,3,0,4,3,0,1,1
"ENSG00000213265",3,11,10,23,22,18,12,2,4,2
"ENSG00000213269",7,9,6,12,9,6,6,7,5,1
"ENSG00000213270",0,0,0,1,0,3,4,0,0,0
"ENSG00000213272",0,4,0,1,6,3,2,0,2,0
"ENSG00000213275",0,0,0,1,0,0,0,3,0,0
"ENSG00000213277",28,20,31,74,70,66,73,3,25,0
"ENSG00000213280",11,7,9,10,12,16,4,4,6,2
"ENSG00000213281",2496,2499,2405,880,937,924,922,1199,2680,2995
"ENSG00000213285",0,0,0,0,0,0,0,0,0,0
"ENSG00000213287",16,13,16,17,11,11,15,0,12,0
"ENSG00000213290",2,1,0,3,1,4,4,3,1,3
"ENSG00000213291",0,0,1,0,0,4,0,0,0,0
"ENSG00000213293",7,13,10,5,4,8,4,3,5,0
"ENSG00000213295",0,0,0,0,0,2,1,0,0,0
"ENSG00000213296",0,0,0,2,3,3,3,1,0,1
"ENSG00000213297",100,98,106,37,46,38,41,187,77,107
"ENSG00000213300",0,0,0,10,18,4,20,0,0,23
"ENSG00000213301",0,0,1,1,2,4,1,0,0,0
"ENSG00000213302",1,0,1,0,1,0,1,0,0,0
"ENSG00000213303",17,15,13,10,5,5,9,3,13,0
"ENSG00000213304",8,11,9,7,7,3,3,1,14,0
"ENSG00000213305",4,3,2,1,2,3,4,0,1,0
"ENSG00000213307",0,1,1,1,2,0,3,0,0,2
"ENSG00000213309",0,0,0,4,2,0,0,0,1,1
"ENSG00000213310",1,0,0,1,1,0,0,0,1,0
"ENSG00000213312",0,0,1,0,0,0,1,0,1,0
"ENSG00000213315",2,0,4,2,1,0,4,3,0,0
"ENSG00000213316",22,9,27,5,7,10,6,71,14,28
"ENSG00000213318",0,0,0,0,0,0,0,0,0,0
"ENSG00000213326",0,0,2,0,5,0,9,1,11,4
"ENSG00000213328",1,1,1,2,4,1,4,2,1,0
"ENSG00000213331",0,0,0,4,6,5,3,0,0,0
"ENSG00000213332",0,0,0,0,1,1,3,0,0,0
"ENSG00000213333",2,0,5,12,3,4,10,6,3,0
"ENSG00000213335",1,0,0,0,0,0,2,0,0,0
"ENSG00000213337",330,285,261,118,137,120,166,321,244,511
"ENSG00000213338",1,1,0,2,3,2,2,4,1,1
"ENSG00000213339",529,362,544,156,137,127,153,634,514,973
"ENSG00000213341",1527,1602,1542,865,859,794,864,712,1434,1631
"ENSG00000213343",1,0,0,5,0,5,4,1,1,1
"ENSG00000213344",0,0,0,1,3,0,0,0,0,0
"ENSG00000213347",159,143,196,451,400,371,387,1963,176,243
"ENSG00000213352",6,4,4,3,12,5,5,2,13,1
"ENSG00000213355",0,3,0,1,2,1,2,0,0,0
"ENSG00000213358",40,29,42,66,118,45,76,7,31,1
"ENSG00000213361",8,11,3,9,5,10,3,0,5,0
"ENSG00000213362",3,1,1,0,0,0,1,19,0,13
"ENSG00000213363",3,0,2,8,10,9,5,1,0,1
"ENSG00000213365",0,0,0,3,3,1,5,0,1,0
"ENSG00000213366",1198,1212,1412,1119,1124,1082,1114,3136,1161,3186
"ENSG00000213368",2,2,0,9,7,4,5,0,0,0
"ENSG00000213370",0,0,0,3,3,1,3,1,0,0
"ENSG00000213371",0,0,0,2,1,2,3,1,0,0
"ENSG00000213376",0,0,0,4,1,1,4,1,0,0
"ENSG00000213380",1037,959,1098,653,674,660,646,1397,1136,944
"ENSG00000213383",1,0,2,1,1,2,1,0,1,0
"ENSG00000213384",3,1,12,7,11,11,11,0,4,0
"ENSG00000213385",18,13,19,36,32,26,33,2,18,16
"ENSG00000213386",0,0,0,0,3,2,1,1,1,0
"ENSG00000213390",784,828,693,898,932,1184,881,1162,577,428
"ENSG00000213393",0,0,0,2,1,2,0,0,0,0
"ENSG00000213394",14,25,23,2,10,2,5,7,15,4
"ENSG00000213397",187,173,211,164,134,145,146,994,224,375
"ENSG00000213398",104,103,82,55,50,64,66,446,72,132
"ENSG00000213399",0,3,1,2,3,0,1,5,2,0
"ENSG00000213400",0,0,0,6,13,5,7,6,0,0
"ENSG00000213401",1,0,0,4,2,2,3,0,1,0
"ENSG00000213402",230,186,244,153,149,133,138,10696,216,528
"ENSG00000213403",2,3,0,2,2,1,4,0,0,0
"ENSG00000213406",21,30,35,4,4,12,6,4,23,0
"ENSG00000213409",33,41,38,7,12,6,6,0,23,3
"ENSG00000213411",38,41,29,78,68,77,71,14,41,11
"ENSG00000213412",12,15,18,4,7,4,10,0,4,13
"ENSG00000213413",80,88,76,78,117,73,80,1120,60,49
"ENSG00000213414",2,2,0,1,4,3,4,0,5,0
"ENSG00000213416",0,0,0,4,1,2,3,0,0,0
"ENSG00000213417",0,0,0,1,1,2,1,0,0,0
"ENSG00000213420",84,106,80,205,194,165,213,100,90,40
"ENSG00000213421",0,0,0,0,4,0,7,2,1,0
"ENSG00000213423",0,0,0,3,4,4,3,0,0,0
"ENSG00000213424",44,56,34,5,4,7,7,1,45,25
"ENSG00000213430",0,0,1,5,0,4,11,0,0,2
"ENSG00000213431",3,2,0,1,1,1,3,0,5,0
"ENSG00000213432",0,1,0,2,0,3,2,5,2,3
"ENSG00000213433",7,9,5,3,2,2,5,26,2,11
"ENSG00000213434",2,1,1,0,1,2,4,0,3,1
"ENSG00000213435",2,0,5,1,2,3,2,0,3,1
"ENSG00000213438",0,0,2,6,6,4,8,1,1,0
"ENSG00000213439",0,0,0,0,1,4,1,0,0,0
"ENSG00000213440",4,4,17,14,10,9,17,0,8,1
"ENSG00000213442",0,0,3,0,3,9,0,15,3,0
"ENSG00000213443",33,17,31,165,118,198,156,583,4,50
"ENSG00000213445",443,506,568,579,535,422,476,16857,540,1209
"ENSG00000213448",0,0,0,0,0,2,2,0,0,0
"ENSG00000213449",0,1,0,1,2,3,4,0,0,1
"ENSG00000213450",0,0,0,1,1,1,4,0,0,0
"ENSG00000213451",0,0,0,2,4,2,2,0,0,0
"ENSG00000213452",0,1,0,1,1,0,1,0,0,0
"ENSG00000213453",10,11,7,3,4,3,6,23,14,18
"ENSG00000213455",1,0,0,0,1,0,1,0,0,1
"ENSG00000213461",0,1,0,0,0,1,1,3,0,1
"ENSG00000213462",240,291,323,1478,1306,1357,1398,489,265,160
"ENSG00000213463",4527,4912,4768,831,855,812,838,583,4896,3257
"ENSG00000213465",643,539,643,183,198,222,164,1476,691,1315
"ENSG00000213467",2,1,0,2,1,0,1,0,0,0
"ENSG00000213470",0,0,0,1,1,0,0,0,1,0
"ENSG00000213471",6,11,16,20,14,9,7,12,15,27
"ENSG00000213478",2,0,0,5,5,2,3,3,4,1
"ENSG00000213480",1,0,0,4,2,0,0,0,0,0
"ENSG00000213483",0,0,0,1,1,0,2,0,0,0
"ENSG00000213484",10,8,7,17,16,10,14,0,14,0
"ENSG00000213486",0,1,0,3,0,2,1,0,0,0
"ENSG00000213487",0,0,0,0,1,0,0,0,0,0
"ENSG00000213488",2,10,7,2,2,2,2,0,1,0
"ENSG00000213489",0,0,0,1,0,1,0,0,0,0
"ENSG00000213492",2,4,1,14,15,18,12,4,5,2
"ENSG00000213493",1,0,0,3,0,5,2,1,0,0
"ENSG00000213495",0,0,1,0,2,0,0,0,0,1
"ENSG00000213498",0,0,0,2,0,0,0,0,0,0
"ENSG00000213500",1,0,0,3,0,2,2,1,3,0
"ENSG00000213509",4,4,3,8,2,11,4,2,4,0
"ENSG00000213512",0,1,0,7,7,4,6,0,0,1
"ENSG00000213513",11,16,12,4,2,5,2,0,11,4
"ENSG00000213514",3,3,6,8,6,6,10,0,2,4
"ENSG00000213516",832,892,685,497,578,524,484,588,814,590
"ENSG00000213519",1,1,5,2,2,4,1,6,3,7
"ENSG00000213522",0,0,0,0,1,0,1,0,0,0
"ENSG00000213523",761,756,770,319,282,312,275,2976,766,1584
"ENSG00000213525",0,0,0,1,2,0,2,0,0,0
"ENSG00000213526",1,1,2,0,1,1,2,0,2,0
"ENSG00000213527",0,1,0,1,1,0,1,0,1,0
"ENSG00000213529",7,4,6,2,3,9,10,0,8,2
"ENSG00000213530",2,0,0,0,2,3,4,0,0,0
"ENSG00000213533",350,335,355,548,395,323,342,560,314,282
"ENSG00000213536",0,0,0,0,1,0,0,1,0,0
"ENSG00000213538",8,3,5,7,4,3,5,0,7,0
"ENSG00000213539",0,6,2,2,3,2,2,0,0,0
"ENSG00000213540",9,1,3,11,11,4,10,0,4,0
"ENSG00000213542",30,24,47,48,50,62,43,24,33,13
"ENSG00000213543",0,0,0,0,0,0,0,6,0,0
"ENSG00000213547",0,0,0,4,4,4,4,0,0,0
"ENSG00000213548",0,0,0,1,1,1,0,0,0,0
"ENSG00000213549",9,5,7,8,9,6,14,2,6,1
"ENSG00000213551",667,691,667,361,387,352,397,676,693,667
"ENSG00000213553",9,8,8,3,0,3,0,13,6,16
"ENSG00000213556",0,1,0,1,2,2,1,0,2,0
"ENSG00000213557",0,1,2,20,11,11,9,23,0,1
"ENSG00000213558",0,0,0,1,1,2,1,0,0,0
"ENSG00000213559",0,0,0,4,7,5,8,1,0,1
"ENSG00000213560",30,30,52,1,1,5,0,0,48,2
"ENSG00000213561",16,16,28,2,1,3,2,0,27,30
"ENSG00000213563",631,508,695,62,78,65,48,513,618,1062
"ENSG00000213568",0,0,1,4,4,3,4,0,0,0
"ENSG00000213569",1,3,0,1,0,2,0,0,2,0
"ENSG00000213574",0,0,0,2,4,2,2,0,0,1
"ENSG00000213578",1,1,1,11,6,9,9,5,2,3
"ENSG00000213579",0,1,0,0,1,0,4,0,0,1
"ENSG00000213585",7181,6971,7456,671,755,788,738,3412,7409,11103
"ENSG00000213587",0,0,3,2,1,2,5,0,0,1
"ENSG00000213588",3,0,0,0,6,11,6,4,2,7
"ENSG00000213590",69,94,66,121,103,99,76,24,65,22
"ENSG00000213592",21,22,8,16,12,6,7,0,19,1
"ENSG00000213593",2129,2061,2269,568,527,496,457,2486,2163,4164
"ENSG00000213594",1,0,3,1,4,8,0,1,0,0
"ENSG00000213598",0,0,1,2,0,0,1,1,1,1
"ENSG00000213601",4,0,4,8,1,3,2,0,0,1
"ENSG00000213604",0,0,0,3,2,2,0,0,0,0
"ENSG00000213605",45,47,39,31,41,40,31,6,43,2
"ENSG00000213606",11,4,12,5,1,1,1,0,5,12
"ENSG00000213607",0,0,0,2,1,0,0,0,0,0
"ENSG00000213608",13,5,9,21,22,26,23,0,11,1
"ENSG00000213609",0,0,1,1,2,5,1,4,0,1
"ENSG00000213612",0,0,0,1,1,5,1,4,0,0
"ENSG00000213613",19,22,17,59,61,56,51,4,16,1
"ENSG00000213614",2303,2220,2426,1037,1060,983,973,4958,2372,4382
"ENSG00000213619",610,561,653,120,97,103,94,840,597,1746
"ENSG00000213620",0,3,0,4,1,0,3,0,0,0
"ENSG00000213621",1,0,2,0,1,1,1,1,0,2
"ENSG00000213625",2346,2549,2315,1521,1329,1507,1500,1107,2191,2288
"ENSG00000213626",765,628,778,2903,3140,2606,2820,7296,598,917
"ENSG00000213630",1,0,1,0,1,0,0,0,0,2
"ENSG00000213638",231,217,291,3,4,7,4,101,276,333
"ENSG00000213639",13130,14472,13612,5249,5239,5474,5097,3248,14090,12376
"ENSG00000213640",5,0,1,6,8,12,6,26,0,4
"ENSG00000213641",0,2,1,2,4,1,0,0,0,0
"ENSG00000213642",0,0,0,2,2,0,0,0,0,0
"ENSG00000213643",0,0,0,0,0,3,4,0,0,0
"ENSG00000213644",0,0,0,3,0,1,1,0,0,0
"ENSG00000213645",0,0,0,0,2,0,3,0,0,0
"ENSG00000213648",3964,3370,3969,187,204,156,171,1831,4082,9861
"ENSG00000213650",0,0,0,1,3,1,2,0,1,0
"ENSG00000213652",0,0,0,1,0,0,0,0,0,0
"ENSG00000213653",0,0,0,0,0,0,0,0,0,0
"ENSG00000213654",27,28,32,39,43,45,36,4841,26,117
"ENSG00000213655",0,0,0,0,0,2,0,0,0,0
"ENSG00000213657",1,0,0,1,2,0,4,2,0,0
"ENSG00000213658",188,227,282,275,273,259,271,8210,261,529
"ENSG00000213659",11,11,13,2,0,3,1,0,19,0
"ENSG00000213661",0,0,0,0,1,0,0,0,0,0
"ENSG00000213663",7,1,7,4,2,6,4,0,7,1
"ENSG00000213664",0,0,0,0,1,0,0,0,0,0
"ENSG00000213667",0,0,2,1,4,4,3,0,0,0
"ENSG00000213669",0,2,0,1,2,4,4,0,0,0
"ENSG00000213671",43,30,39,36,39,40,51,14,42,7
"ENSG00000213672",518,385,479,74,69,51,49,563,380,949
"ENSG00000213673",0,0,0,1,2,0,0,2,1,2
"ENSG00000213676",394,338,386,97,110,96,89,1427,405,1793
"ENSG00000213683",0,0,0,2,0,1,0,0,0,0
"ENSG00000213684",0,0,1,2,1,0,0,0,0,0
"ENSG00000213689",104,135,112,88,66,58,46,2061,122,327
"ENSG00000213690",0,0,0,2,0,0,0,0,0,0
"ENSG00000213693",72,61,34,88,122,92,110,22,52,13
"ENSG00000213694",520,408,481,458,496,509,453,706,538,746
"ENSG00000213695",1,0,1,1,1,1,0,0,0,0
"ENSG00000213697",1,5,2,4,2,6,4,5,0,2
"ENSG00000213698",0,0,0,0,0,3,3,0,0,0
"ENSG00000213699",1260,1133,1236,325,358,306,275,1685,1224,1463
"ENSG00000213700",15,21,14,17,14,8,10,9,16,5
"ENSG00000213701",0,3,0,7,3,4,9,0,0,0
"ENSG00000213703",9,12,12,6,6,4,4,0,8,0
"ENSG00000213704",1,1,1,2,0,1,4,1,2,0
"ENSG00000213706",4,10,4,0,0,6,3,5,9,2
"ENSG00000213707",1,0,7,13,14,14,12,3,6,0
"ENSG00000213708",0,0,0,0,2,0,2,0,0,0
"ENSG00000213711",5,3,1,4,6,11,4,0,5,0
"ENSG00000213713",325,301,278,43,41,41,41,45,295,352
"ENSG00000213714",5,5,2,4,10,19,4,55,5,10
"ENSG00000213716",1,6,0,4,2,1,2,0,1,0
"ENSG00000213717",0,1,0,2,0,1,1,0,1,0
"ENSG00000213719",797,724,817,535,533,514,554,3414,805,1543
"ENSG00000213721",0,0,0,0,0,0,1,1,0,0
"ENSG00000213722",6,18,14,13,7,7,10,72,8,18
"ENSG00000213724",0,0,0,1,1,3,2,0,0,0
"ENSG00000213726",0,0,0,4,0,2,0,0,0,0
"ENSG00000213727",0,0,0,5,9,6,0,0,0,0
"ENSG00000213729",1,1,2,1,0,0,0,0,2,5
"ENSG00000213730",0,0,0,9,4,3,3,0,0,0
"ENSG00000213731",13,5,10,43,34,40,41,1,14,0
"ENSG00000213735",10,14,4,0,1,5,0,0,7,0
"ENSG00000213736",0,0,0,1,2,4,2,0,0,0
"ENSG00000213739",0,0,0,0,1,0,0,0,0,0
"ENSG00000213740",0,2,1,4,5,3,3,0,3,1
"ENSG00000213741",5608,4535,6143,1251,1204,1289,1320,9990,6432,12703
"ENSG00000213744",7,1,3,25,24,38,36,0,3,0
"ENSG00000213747",0,0,0,1,0,0,0,0,0,0
"ENSG00000213750",0,1,0,1,0,0,0,0,0,0
"ENSG00000213752",0,0,0,0,0,1,0,0,0,0
"ENSG00000213753",312,323,237,673,745,1112,690,1022,296,790
"ENSG00000213754",24,23,24,27,17,34,20,6,12,12
"ENSG00000213755",5,0,3,4,6,4,4,0,1,1
"ENSG00000213757",16,18,12,15,25,16,11,0,14,7
"ENSG00000213759",25,49,46,123,180,150,149,14,31,61
"ENSG00000213760",8,9,4,16,11,18,12,24,0,7
"ENSG00000213761",1,1,0,0,0,0,0,0,0,2
"ENSG00000213762",544,465,469,480,465,471,427,784,431,352
"ENSG00000213763",2,0,3,2,4,0,4,17,0,2
"ENSG00000213770",0,0,0,0,0,0,0,0,1,0
"ENSG00000213771",0,0,0,1,1,0,0,0,1,0
"ENSG00000213772",3,1,6,0,0,0,0,0,1,0
"ENSG00000213774",0,0,0,3,0,2,0,0,0,0
"ENSG00000213777",3,7,6,0,5,1,2,0,6,1
"ENSG00000213778",0,0,0,3,7,4,7,1,0,0
"ENSG00000213779",5,0,5,4,2,3,5,2,7,2
"ENSG00000213780",44,38,57,18,14,15,7,60,48,158
"ENSG00000213781",1,0,2,2,0,3,4,1,1,0
"ENSG00000213782",946,878,915,642,607,566,541,1292,859,1078
"ENSG00000213783",0,0,1,0,1,1,0,0,0,1
"ENSG00000213785",4,2,1,0,3,4,1,0,2,0
"ENSG00000213786",0,0,0,1,1,2,4,0,0,0
"ENSG00000213787",0,0,0,0,1,1,4,0,0,0
"ENSG00000213790",2,4,1,2,3,3,4,0,3,0
"ENSG00000213791",0,0,0,3,3,1,4,0,1,0
"ENSG00000213793",457,359,416,277,330,276,252,246,421,314
"ENSG00000213798",0,1,0,1,2,0,0,0,0,0
"ENSG00000213799",796,892,919,267,290,307,290,275,771,473
"ENSG00000213801",168,184,191,190,188,179,180,149,248,113
"ENSG00000213809",391,578,517,1624,1559,1532,1478,5496,460,719
"ENSG00000213816",0,0,0,0,2,1,1,15,0,0
"ENSG00000213820",2,0,0,1,2,1,0,1,0,0
"ENSG00000213822",422,399,404,5,3,6,7,2,357,415
"ENSG00000213830",9,14,4,5,2,3,3,3,3,4
"ENSG00000213839",291,283,306,100,99,72,67,54,273,149
"ENSG00000213842",32,42,40,18,25,9,13,1,39,2
"ENSG00000213846",720,666,661,28,52,33,24,21,636,972
"ENSG00000213849",0,3,0,6,10,8,4,0,0,1
"ENSG00000213851",1,0,0,2,0,1,4,2,0,0
"ENSG00000213853",2064,2046,2099,686,709,698,657,160,1976,2352
"ENSG00000213854",0,0,0,0,0,0,4,2,0,0
"ENSG00000213856",0,0,0,0,0,0,1,0,0,1
"ENSG00000213857",0,0,0,2,3,4,4,3,0,1
"ENSG00000213859",255,235,223,61,65,62,66,654,271,574
"ENSG00000213860",22,0,7,0,0,0,0,0,32,0
"ENSG00000213862",61,75,60,1,2,1,1,2,66,3
"ENSG00000213864",0,1,2,2,0,0,2,1,0,2
"ENSG00000213865",234,197,228,197,218,239,212,303,215,144
"ENSG00000213866",1,5,1,2,2,1,4,1,1,3
"ENSG00000213867",0,0,0,0,1,1,1,0,0,0
"ENSG00000213871",43,46,42,92,111,77,77,0,44,0
"ENSG00000213872",18,15,22,65,59,67,54,0,29,2
"ENSG00000213873",1,1,1,2,5,0,4,0,0,0
"ENSG00000213875",1,1,2,0,1,0,0,0,1,0
"ENSG00000213876",3,0,3,60,68,60,65,119,0,2
"ENSG00000213877",0,0,0,0,0,0,1,0,0,0
"ENSG00000213880",0,0,0,0,0,1,0,0,0,0
"ENSG00000213881",1,0,0,3,0,7,4,5,1,1
"ENSG00000213882",0,0,0,0,1,2,0,0,1,0
"ENSG00000213885",0,2,3,2,0,4,0,3,4,12
"ENSG00000213886",0,0,0,0,0,0,0,0,0,0
"ENSG00000213889",46,78,32,90,90,97,78,206,46,27
"ENSG00000213891",94,71,75,162,194,173,168,3,81,1
"ENSG00000213892",2,9,1,1,1,6,3,0,4,0
"ENSG00000213896",6,1,0,6,3,4,2,0,7,0
"ENSG00000213900",0,0,0,0,0,0,0,0,0,0
"ENSG00000213901",460,512,582,47,45,59,39,124,487,1029
"ENSG00000213903",108,109,124,291,308,247,252,3182,105,374
"ENSG00000213906",70,82,86,77,66,78,75,167,78,85
"ENSG00000213908",0,0,0,2,1,2,3,0,0,0
"ENSG00000213911",0,0,0,0,0,1,1,0,0,0
"ENSG00000213916",0,0,0,0,0,0,0,0,0,0
"ENSG00000213917",1,1,3,1,0,3,2,0,2,1
"ENSG00000213918",11497,10930,11951,932,934,916,796,785,12385,26345
"ENSG00000213920",90,64,90,41,37,41,40,109,77,152
"ENSG00000213921",0,0,0,0,0,0,0,0,0,0
"ENSG00000213923",868,760,851,319,273,255,233,1211,787,1501
"ENSG00000213924",0,0,0,3,2,0,2,0,0,0
"ENSG00000213925",6,6,1,17,22,24,18,0,4,0
"ENSG00000213926",0,0,0,0,1,1,0,0,0,0
"ENSG00000213927",13,2,8,15,17,11,11,11,5,6
"ENSG00000213928",371,410,405,711,733,656,567,4808,397,714
"ENSG00000213930",1301,1138,1199,592,592,543,535,2011,1377,2336
"ENSG00000213931",0,1,0,0,3,2,4,0,0,2
"ENSG00000213934",7,8,6,40,48,46,44,7000,9,11
"ENSG00000213935",1,0,0,1,0,1,0,1,2,0
"ENSG00000213937",4,1,3,14,7,4,17,600,4,37
"ENSG00000213938",1,3,1,2,1,1,1,1,1,2
"ENSG00000213939",3,1,3,0,3,4,2,6,2,8
"ENSG00000213940",0,0,1,2,1,0,2,1,0,0
"ENSG00000213942",5,5,2,3,2,0,3,0,1,0
"ENSG00000213943",0,0,0,1,1,3,1,0,0,0
"ENSG00000213946",3,1,1,3,2,1,4,0,0,1
"ENSG00000213949",4655,5051,5170,442,374,595,466,143,4752,1997
"ENSG00000213950",1,1,2,2,1,1,2,0,3,0
"ENSG00000213954",0,0,0,5,3,0,4,0,1,0
"ENSG00000213956",3,1,0,5,4,2,5,0,1,1
"ENSG00000213958",0,0,0,2,1,4,2,0,0,0
"ENSG00000213959",0,0,0,0,2,1,1,0,0,0
"ENSG00000213962",12,6,13,4,3,4,9,0,17,1
"ENSG00000213964",2,0,1,0,0,0,0,0,1,0
"ENSG00000213965",678,607,548,239,255,241,214,448,597,1004
"ENSG00000213967",102,123,98,141,148,164,168,46,93,31
"ENSG00000213970",21,5,13,39,32,26,31,2,13,0
"ENSG00000213972",5,1,2,8,12,8,11,1,0,0
"ENSG00000213973",67,67,68,70,71,70,70,13,71,7
"ENSG00000213976",28,47,37,19,23,19,19,6,36,32
"ENSG00000213977",3369,3116,3686,104,126,112,91,2362,3422,8228
"ENSG00000213979",0,0,2,5,1,2,3,0,1,0
"ENSG00000213983",1512,1443,1645,926,940,779,863,8360,1654,3747
"ENSG00000213985",0,0,0,5,6,6,7,0,0,0
"ENSG00000213987",1,0,0,0,0,0,2,0,0,0
"ENSG00000213988",115,101,91,177,171,179,174,88,92,41
"ENSG00000213995",1057,1023,996,333,306,297,298,1551,1080,2272
"ENSG00000213996",1816,1591,1634,21,12,14,11,117,1823,7067
"ENSG00000213997",1,3,3,11,11,12,18,1,1,0
"ENSG00000213999",30,18,17,6,13,7,7,247,28,94
"ENSG00000214003",0,0,0,2,0,1,3,0,0,0
"ENSG00000214009",0,0,0,0,0,1,0,0,0,0
"ENSG00000214012",0,0,0,1,0,2,3,0,0,0
"ENSG00000214013",1286,1143,1151,1086,1317,1091,1263,439,1068,869
"ENSG00000214015",0,0,0,1,0,1,0,0,0,0
"ENSG00000214016",2,4,0,0,1,1,1,3,0,2
"ENSG00000214018",3,1,3,18,19,13,17,6,0,1
"ENSG00000214019",1,1,1,1,1,1,3,0,0,1
"ENSG00000214020",0,0,0,0,2,0,1,0,0,0
"ENSG00000214021",521,612,587,664,761,691,595,3691,588,945
"ENSG00000214022",1478,1415,1637,345,326,262,281,2908,1427,2839
"ENSG00000214024",0,0,0,0,0,3,2,0,1,0
"ENSG00000214025",0,0,0,0,1,3,4,0,0,0
"ENSG00000214026",294,280,347,111,132,106,117,1047,296,624
"ENSG00000214027",0,0,0,2,0,1,0,0,0,0
"ENSG00000214029",792,905,808,864,838,905,797,222,759,235
"ENSG00000214031",130,132,104,188,172,229,202,34,126,16
"ENSG00000214035",0,0,0,0,1,2,2,0,0,0
"ENSG00000214041",6,8,8,5,7,0,2,0,9,1
"ENSG00000214042",0,0,0,4,4,3,4,0,0,0
"ENSG00000214045",0,0,0,3,0,2,2,1,0,0
"ENSG00000214046",1483,1440,1788,865,840,887,754,1702,1597,2120
"ENSG00000214047",0,0,0,0,0,1,0,0,0,0
"ENSG00000214050",71,89,81,52,48,53,60,2,55,47
"ENSG00000214051",0,0,0,1,2,3,1,0,0,0
"ENSG00000214062",11,8,21,31,32,18,25,3,12,0
"ENSG00000214063",304,335,343,71,70,71,62,808,337,514
"ENSG00000214064",0,0,0,4,0,2,0,0,0,0
"ENSG00000214067",14,21,33,13,18,23,9,0,19,0
"ENSG00000214070",6,7,0,7,6,7,7,1,6,1
"ENSG00000214071",0,0,0,0,0,0,0,0,0,0
"ENSG00000214073",0,0,0,0,1,0,0,0,0,0
"ENSG00000214074",0,0,0,2,3,1,0,0,0,0
"ENSG00000214076",62,66,53,69,54,38,67,11,47,39
"ENSG00000214077",1,0,0,0,1,1,2,0,0,0
"ENSG00000214078",1278,1099,1297,1286,1265,1177,1097,10255,1273,3066
"ENSG00000214081",21,12,18,23,41,17,17,11,20,14
"ENSG00000214087",387,430,437,189,175,193,146,1262,423,930
"ENSG00000214089",2,0,1,0,4,0,2,0,1,0
"ENSG00000214093",4,5,7,18,19,11,11,5,6,0
"ENSG00000214097",8,8,7,12,16,18,13,4,5,2
"ENSG00000214100",1,0,1,0,1,0,1,0,0,1
"ENSG00000214102",13,4,14,10,14,21,10,3,11,4
"ENSG00000214107",0,0,0,2,1,1,1,0,0,0
"ENSG00000214108",1,3,0,1,0,0,3,0,1,0
"ENSG00000214110",22,36,32,4,5,3,4,25,26,84
"ENSG00000214111",0,0,0,1,0,3,2,0,0,0
"ENSG00000214113",464,448,398,330,382,268,326,880,416,530
"ENSG00000214114",669,664,668,278,370,502,322,1284,709,1458
"ENSG00000214121",0,0,1,3,1,2,2,0,1,4
"ENSG00000214124",7,10,12,14,16,14,12,0,7,0
"ENSG00000214125",0,0,0,0,2,3,1,0,0,0
"ENSG00000214128",125,136,150,185,213,190,155,39,153,17
"ENSG00000214132",0,0,0,3,4,1,4,0,0,0
"ENSG00000214135",1121,1338,1233,771,795,817,774,497,1183,1062
"ENSG00000214140",43,28,44,50,36,32,25,60,29,76
"ENSG00000214141",0,0,0,3,4,2,2,0,0,0
"ENSG00000214142",16,25,18,5,4,4,4,5,25,23
"ENSG00000214144",3,1,0,8,6,3,1,1,0,0
"ENSG00000214147",0,0,0,8,13,13,10,0,0,0
"ENSG00000214160",216,202,238,91,96,84,101,1257,240,782
"ENSG00000214161",0,0,0,1,0,3,1,0,0,0
"ENSG00000214174",127,89,122,45,56,60,52,346,93,244
"ENSG00000214176",1124,1032,1111,1326,1315,1182,1234,2151,1019,846
"ENSG00000214178",0,0,0,1,3,0,3,0,0,0
"ENSG00000214182",10,9,12,19,3,5,10,3,11,20
"ENSG00000214185",3,0,0,4,9,7,5,0,1,1
"ENSG00000214189",344,377,403,559,580,554,569,303,340,178
"ENSG00000214190",19,7,19,10,13,11,18,0,8,0
"ENSG00000214192",3,5,1,0,2,1,1,1,4,1
"ENSG00000214193",414,381,387,24,62,22,45,156,340,745
"ENSG00000214194",616,627,647,72,76,119,89,202,680,1014
"ENSG00000214195",0,0,0,2,0,0,4,1,0,0
"ENSG00000214198",30,20,20,25,47,34,34,11,24,13
"ENSG00000214199",21,11,11,6,3,2,6,12,19,16
"ENSG00000214200",0,1,0,4,7,3,5,0,1,0
"ENSG00000214203",1,1,2,6,13,7,6,4,5,3
"ENSG00000214204",4,0,2,12,8,6,8,3,6,1
"ENSG00000214207",0,2,3,2,3,0,0,0,0,0
"ENSG00000214210",8,13,21,11,26,22,30,11,15,2
"ENSG00000214211",0,0,0,4,7,1,10,0,1,0
"ENSG00000214212",26,12,15,426,444,359,394,5770,20,51
"ENSG00000214216",0,3,0,13,7,8,8,0,0,0
"ENSG00000214222",0,0,0,0,0,0,0,0,0,0
